,molecule_chembl_id,IC50,pIC50,units,smiles
85,CHEMBL73794,16600.0,4.779891911959945,nM,CN1CCN(CCCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1
86,CHEMBL306856,2810.0,5.55129368009492,nM,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(O)CC3)c2c1)C(=O)NC4=O
87,CHEMBL307630,9140.0,5.039053804266169,nM,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c4c(c3c21)C(=O)NC4=O
88,CHEMBL75984,4060.0,5.391473966422806,nM,Cc1ccc2[nH]c3c4ccc5ccn(C)c5c4c4c(c3c2c1)C(=O)NC4=O
89,CHEMBL310260,1620.0,5.790484985457369,nM,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCO)c2c1)C(=O)NC4=O
90,CHEMBL73764,9810.0,5.008330992620051,nM,Cn1ccc2ccc3c4[nH]c5c(CCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O
91,CHEMBL306367,3900.0,5.4089353929735005,nM,Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(C)c4c12)C(=O)NC3=O
92,CHEMBL73718,3740.0,5.427128397799519,nM,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O
93,CHEMBL76464,2930.0,5.53313237964589,nM,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCN(C)CC3)c2c1)C(=O)NC4=O
94,CHEMBL312292,5890.0,5.229884705212898,nM,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(C(N)=O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O
95,CHEMBL307152,2930.0,5.53313237964589,nM,Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O
96,CHEMBL73781,3150.0,5.501689446210399,nM,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCNCCO)c2c1)C(=O)NC4=O
97,CHEMBL76326,6120.0,5.213248577854438,nM,Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O
98,CHEMBL308252,11400.0,4.943095148663527,nM,COc1ccc2c(c1)[nH]c1c3ccc4cc[nH]c4c3c3c(c21)C(=O)NC3=O
99,CHEMBL75953,3290.0,5.482804102050025,nM,Cn1ccc2ccc3c4[nH]c5cc(OCc6ccccc6)ccc5c4c4c(c3c21)C(=O)NC4=O
100,CHEMBL23327,9000.0,5.045757490560675,nM,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
101,CHEMBL72076,14100.0,4.85078088734462,nM,CCN(CC)CCCc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O
102,CHEMBL73742,5310.0,5.274905478918531,nM,CCn1ccc2ccc3c(c4c(c5c6ccccc6n(CCCO)c35)C(=O)NC4=O)c21
103,CHEMBL75368,2990.0,5.52432881167557,nM,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O
104,CHEMBL77155,50000.0,4.301029995663981,nM,CC(C)=CCNc1nc(N)nc2c1ncn2C(C)C
105,CHEMBL103055,14500.0,4.838631997765025,nM,CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1
106,CHEMBL422771,10000.0,5.0,nM,O=C(c1ccc(C(F)(F)F)cc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
107,CHEMBL71210,390000.0,3.4089353929735005,nM,O=c1c2cc(O)c(O)cc2c2cc(O)c(O)cc2n1Cc1ccccc1
108,CHEMBL72035,50000.0,4.301029995663981,nM,Oc1cc2c3ccc(O)c(O)c3n(Cc3ccc(C(F)(F)F)cc3)c2cc1O
109,CHEMBL71144,500.0,6.301029995663981,nM,Oc1cc2c3ccc(O)c(O)c3n(CCCc3ccccc3)c2cc1O
110,CHEMBL305794,250000.0,3.6020599913279625,nM,O=S(=O)(c1ccccc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
111,CHEMBL69240,47000.0,4.327902142064283,nM,Oc1cc2[nH]c3c(O)c(O)ccc3c2cc1O
112,CHEMBL308175,4200.0,5.376750709602099,nM,O=C(c1ccc(Br)cc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
113,CHEMBL304808,6600.0,5.180456064458131,nM,N#Cc1ccc(Cn2c3cc(O)c(O)cc3c3c(Br)cc(O)c(O)c32)cc1
114,CHEMBL307112,415000.0,3.3819519032879075,nM,O=C(c1ccccc1)n1c2cc(O)c(O)cc2c2cc(O)c(O)cc21
115,CHEMBL302483,92000.0,4.036212172654444,nM,Oc1cc2nc(O)c3c(O)c(O)ccc3c2cc1O
116,CHEMBL70346,17000.0,4.769551078621726,nM,Oc1cc2[nH]c3c(O)c(O)cc(Br)c3c2cc1O
117,CHEMBL308112,50000.0,4.301029995663981,nM,CC(C)(C)c1ccc(C(=O)n2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)cc1
118,CHEMBL6246,600.0,6.221848749616356,nM,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
119,CHEMBL304362,3200.0,5.494850021680094,nM,O=C(c1ccc(-c2ccccc2)cc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
120,CHEMBL69174,1500.0,5.823908740944319,nM,O=C(c1cccc([N+](=O)[O-])c1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
121,CHEMBL71002,7000.0,5.154901959985743,nM,O=C(c1ccc(C(F)(F)F)cc1)n1c2cc(O)c(O)cc2c2c(Br)cc(O)c(O)c21
122,CHEMBL73937,23000.0,4.638272163982407,nM,Cc1cccc(Cn2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)c1
123,CHEMBL302472,51000.0,4.292429823902063,nM,O=c1c2cc(O)c(O)cc2c2cc(O)c(O)cc2n1Cc1ccc(S(=O)(=O)c2ccccc2)cc1
124,CHEMBL69237,20000.0,4.698970004336019,nM,O=c1c2cc(O)c(O)cc2c2cc(O)c(O)cc2n1Cc1ccc(Cl)c(Cl)c1
125,CHEMBL421872,78000.0,4.107905397309519,nM,O=S(=O)(Cc1ccccc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
126,CHEMBL308311,223000.0,3.6516951369518393,nM,O=S(=O)(c1cc(Cl)ccc1Cl)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
127,CHEMBL71206,410000.0,3.3872161432802645,nM,O=c1c2c(O)c(O)ccc2c2cc(O)c(O)cc2n1Cc1ccc(Cl)c(Cl)c1
128,CHEMBL304361,1000.0,6.0,nM,O=C(c1ccc2ccccc2c1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
129,CHEMBL305234,8400.0,5.075720713938118,nM,O=c1c2cc(O)c(O)cc2c2cc(O)c(O)cc2n1Cc1ccc([N+](=O)[O-])cc1
130,CHEMBL70942,284000.0,3.546681659952962,nM,O=c1c2c(O)c(O)ccc2c2cc(O)c(O)cc2n1Cc1ccccc1
131,CHEMBL308438,210000.0,3.6777807052660805,nM,Oc1cc2c3ccc(O)c(O)c3n(Cc3ccccc3)c2cc1O
132,CHEMBL302325,168000.0,3.7746907182741367,nM,O=[N+]([O-])c1ccc(S(=O)(=O)n2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)cc1
133,CHEMBL306019,275000.0,3.560667306169737,nM,N#Cc1ccc(Cn2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)cc1
134,CHEMBL72338,2300.0,5.638272163982407,nM,O=C(CCc1ccccc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
135,CHEMBL305223,40000.0,4.3979400086720375,nM,CS(=O)(=O)c1ccc(C(=O)n2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)cc1
136,CHEMBL305621,317000.0,3.498940737782249,nM,O=S(=O)(c1ccccc1)c1ccc(Cn2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)cc1
137,CHEMBL302824,634000.0,3.1979107421182675,nM,O=c1c2c(O)c(O)ccc2c2cc(O)c(O)cc2n1Cc1ccc(S(=O)(=O)c2ccccc2)cc1
138,CHEMBL304983,435000.0,3.361510743045363,nM,Oc1cc2c3ccc(O)c(O)c3n(Cc3c(Cl)cccc3Cl)c2cc1O
139,CHEMBL266154,108000.0,3.9665762445130506,nM,Oc1cc2c3cc(O)c(O)cc3n(Cc3cccnc3)c2cc1O
140,CHEMBL70413,541000.0,3.2668027348934308,nM,CCn1c(=O)c2c(O)c(O)ccc2c2cc(O)c(O)cc21
141,CHEMBL73721,40000.0,4.3979400086720375,nM,CC(C)(C)c1ccc(C(=O)n2c3cc(O)c(O)cc3c3c(Br)cc(O)c(O)c32)cc1
142,CHEMBL302981,4000.0,5.3979400086720375,nM,CS(=O)(=O)c1ccc(C(=O)n2c3cc(O)c(O)cc3c3c(Br)cc(O)c(O)c32)cc1
143,CHEMBL305966,374000.0,3.42712839779952,nM,Oc1cc2c3ccc(O)c(O)c3n(Cc3ccc(Br)cc3)c2cc1O
144,CHEMBL71205,309000.0,3.5100415205751654,nM,O=c1c2c(O)c(O)ccc2c2cc(O)c(O)cc2n1Cc1ccc([N+](=O)[O-])cc1
145,CHEMBL70750,115000.0,3.939302159646388,nM,Oc1cc2c3cc(O)c(O)cc3n(Cc3ccccc3)c2cc1O
146,CHEMBL70659,58000.0,4.236572006437063,nM,Oc1cc2[nH]c3cc(O)c(O)cc3c2cc1O
147,CHEMBL70594,240000.0,3.6197887582883936,nM,O=C(c1ccccc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21
148,CHEMBL48546,4300.0,5.366531544420413,nM,COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC2CNCC2Cc2ccc(O)cc2)cc1O
149,CHEMBL149313,1300.0,5.886056647693163,nM,COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OCCCc2ccc(O)cc2)cc1O
150,CHEMBL58436,340000.0,3.4685210829577446,nM,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1
151,CHEMBL55379,73000.0,4.136677139879544,nM,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1
152,CHEMBL56904,475000.0,3.3233063903751336,nM,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1
153,CHEMBL293991,2000.0,5.698970004336019,nM,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21
154,CHEMBL48665,260.0,6.585026652029182,nM,COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC2CCCC2Cc2ccc(O)cc2)cc1O
155,CHEMBL57553,6000.0,5.221848749616356,nM,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1
156,CHEMBL146847,930.0,6.031517051446064,nM,COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC[C@@H](Cc2ccc(O)cc2)NS(=O)(=O)c2ccccc2)cc1O
157,CHEMBL50226,500000.0,3.3010299956639813,nM,Nc1nccc(-c2cc3ccccc3[nH]2)n1
158,CHEMBL296682,90.0,7.045757490560675,nM,Nc1nccc(-c2c[nH]c3c(Br)ccc(O)c23)n1
159,CHEMBL44545,210.0,6.6777807052660805,nM,Nc1nccc(-c2c[nH]c3cc(Br)cc(O)c23)n1
160,CHEMBL46440,1000.0,6.0,nM,Nc1nccc(-c2c[nH]c3cc(Br)ccc23)n1
161,CHEMBL48082,120000.0,3.920818753952375,nM,Nc1nccc(-c2c[nH]c3ccccc23)n1
162,CHEMBL50498,11000.0,4.958607314841775,nM,Nc1nccc(-c2c[nH]c3cccc(O)c23)n1
163,CHEMBL296271,3200.0,5.494850021680094,nM,Nc1nccc(-c2c[nH]c3cc(Br)c(Br)cc23)n1
164,CHEMBL44541,700.0,6.154901959985743,nM,Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1
165,CHEMBL177308,50000.0,4.301029995663981,nM,O=C(N[C@@H]1c2ccccc2CC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1
166,CHEMBL177635,70.0,7.154901959985743,nM,O=C(N[C@@H]1CNCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1
167,CHEMBL49354,790.0,6.102372908709558,nM,O=C(NC1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1
168,CHEMBL534909,500000.0,3.3010299956639813,nM,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(NCCN)nc21.Cl
169,CHEMBL367625,150000.0,3.8239087409443187,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21
170,CHEMBL368278,130000.0,3.886056647693163,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21
171,CHEMBL427118,30.0,7.522878745280337,nM,O=C(N[C@@H]1CCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1
172,CHEMBL367488,5200.0,5.2839966563652006,nM,O=C(N[C@H]1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1
173,CHEMBL173647,180000.0,3.7447274948966935,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(NCCN)nc21
174,CHEMBL367127,50000.0,4.301029995663981,nM,O=C(N[C@@H]1c2ccccc2C[C@@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1
175,CHEMBL16958,25700.0,4.590066876668706,nM,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
176,CHEMBL540848,3500.0,5.455931955649724,nM,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12.Cl.Cl
177,CHEMBL127277,34000.0,4.468521082957745,nM,O=C1NC(O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
178,CHEMBL428973,1200.0,5.920818753952375,nM,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
179,CHEMBL436718,3.0,8.522878745280337,nM,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CCNCCNS(=O)(=O)c1cccc2cnccc12)C(=O)O
180,CHEMBL268368,60000.0,4.221848749616356,nM,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
181,CHEMBL407100,1200.0,5.920818753952375,nM,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
182,CHEMBL75773,6000.0,5.221848749616356,nM,O=S(=O)(c1cccc2cnccc12)N1CCNCC1
183,CHEMBL415414,300.0,6.522878745280337,nM,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
184,CHEMBL574737,250.0,6.6020599913279625,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
185,CHEMBL265876,1200.0,5.920818753952375,nM,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
186,CHEMBL291126,18.5,7.732828271596986,nM,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@@H]1O[C@H]3C[C@@H]1CO
187,CHEMBL351282,2000.0,5.698970004336019,nM,COC(=O)CCNCCNS(=O)(=O)c1cccc2cnccc12
188,CHEMBL344314,2000.0,5.698970004336019,nM,NCCNS(=O)(=O)c1cccc2cnccc12
189,CHEMBL59785,103.0,6.987162775294828,nM,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cccc(Br)c3c21
190,CHEMBL383541,38.0,7.42021640338319,nM,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12
191,CHEMBL606964,9010.0,5.045275209020938,nM,COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1
